UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
87aXAdY9gdMJ,Speech enhancement with a new generalizedeigenvectorblocking matrix forapplicationin a generalized sidelobe canceller,https://ieeexplore.ieee.org/abstract/document/4517549/,"['E Warsitz', ' A Krueger…']",The generalized sidelobe canceller by Griffith and Jim is a robust beamforming method toenhance a desired (speech) signal in the presence of stationary noise. Its performance …,ieeexplore.ieee.org,50,"/scholar?cites=15240530603357484787&as_sdt=2005&sciodt=0,5&hl=en",2008
G9f6GuJVXyMJ,Finding community structure in networks using theeigenvectorsof matrices,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.74.036104,['MEJ Newman'],"… what they are in advance, blindapplicationof the method will not usually find the “right”division of the network. The method based on the leadingeigenvectorof the modularity matrix, …",APS,5716,"/scholar?cites=2548850343718606619&as_sdt=2005&sciodt=0,5&hl=en",2006
IvIGfGL_DgAJ,Graph partitioning byeigenvectors,https://www.sciencedirect.com/science/article/pii/0024379588901474,['DL Powers'],"… Foreigenvectorsz having a null element, we bound the … number of null elements in aneigenvector, for the multiplicity of an … We may also speak of the eigenvalues andeigenvectorsof a …",Elsevier,105,"/scholar?cites=4221448126657058&as_sdt=2005&sciodt=0,5&hl=en",1988
JUa85lEzj34J,"Modelling skilled and less‐skilled internal migrations in China, 2010–2015:Applicationof aneigenvectorspatial filtering hurdle gravity approach",https://onlinelibrary.wiley.com/doi/abs/10.1002/psp.2439,"['H Gu', ' T Shen']","… models (Griffith, 2003), whereeigenvectorscan serve as proxies for distinct networkautocorrelation patterns; thus, by entering selectedeigenvectorsinto gravity models, we can split the …",Library,22,"/scholar?cites=9119564197305009701&as_sdt=2005&sciodt=0,5&hl=en",2021
Mqdhhqam9jIJ,Mapping Structural Changes in Electrode Materials:Applicationof the HybridEigenvector-Following Density Functional Theory (DFT) Method to Layered Li0.5MnO2,https://pubs.acs.org/doi/abs/10.1021/acs.chemmater.5b01674,"['ID Seymour', 'S Chakraborty', ' DS Middlemiss…']",The migration mechanism associated with the initial layered-to-spinel transformation ofpartially delithiated layered LiMnO 2 was studied using hybrideigenvector-following coupled …,Publications,25,"/scholar?cites=3672305780316546866&as_sdt=2005&sciodt=0,5&hl=en",2015
py4PiULPbbgJ,TheK-rotational labeling problem foreigenvectorsfrom internal rotor calculations:Applicationto energy levels of acetaldehyde below the barrier,https://pubs.aip.org/aip/jcp/article-abstract/110/24/11688/184826,"['J Ortigoso', 'I Kleiner', ' JT Hougen']",The problem of attaching K rotational quantum number labels to computer-generatednumericaleigenvectorswith extensive basis set mixing is considered for the internal-rotationoverall…,pubs.aip.org,11,"/scholar?cites=13289505960114466471&as_sdt=2005&sciodt=0,5&hl=en",1999
7DJQJlPPWTMJ,Relations between the right and lefteigenvectorsof non-symmetric structural models.Applicationsto rotors,https://www.sciencedirect.com/science/article/pii/0888327088900544,"['Q Zhang', ' G Lallement', ' R Fillod']",… applicable to the non-symmetric case for identifying eigenvalues and righteigenvectors. Butin order to identify the lefteigenvectorsit has been necessary to measure at least one line of …,Elsevier,11,"/scholar?cites=3700216524893598444&as_sdt=2005&sciodt=0,5&hl=en",1988
C7HQq2XRk08J,Empiricaleigenvectoranalysis of vector observations,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/GL004i008p00319,['DM Hardy'],… associated with complex numbers se i8 in which s iseigenvector… The directions of thevelocities •eigenvectormethod to the … study vector observations opens important newapplications…,Library,46,"/scholar?cites=5734156985177256203&as_sdt=2005&sciodt=0,5&hl=en",1977
GWc1tMxdMysJ,Derivatives of complexeigenvectorsusing Nelson's method,https://arc.aiaa.org/doi/abs/10.2514/2.907,"['MI Friswell', 'S Adhikari']","… , fault detection, and many otherapplications.The methods to calculate these … of theeigenvectorsby expressing these derivatives as a linear combination of the undampedeigenvectors. …",arc.aiaa.org,113,"/scholar?cites=3112934901221254937&as_sdt=2005&sciodt=0,5&hl=en",2000
MuPhL5ruNqQJ,Asymptotic theory ofeigenvectorsfor large random matrices,http://dml.mathdoc.fr/item/1902.06846/,"['J Fan', 'Y Fan', ' X Han', 'J Lv']","… distributions of high-dimensionaleigenvectorsfor large structured random …applications. Tothis end, in this paper we introduce a general framework of asymptotic theory ofeigenvectors(…",dml.mathdoc.fr,16,"/scholar?cites=11832907416958264114&as_sdt=2005&sciodt=0,5&hl=en",2019
LFSn_AqwENQJ,Neural networks based approach for computingeigenvectorsand eigenvalues of symmetric matrix,https://www.sciencedirect.com/science/article/pii/S0898122104901101,"['Z Yi', ' Y Fu', 'HJ Tang']","…eigenvectorscorresponding to largest or smallest eigenvalues. There are many importantapplicationsof such computations, for example,applicationsin … computation ofeigenvectorsof …",Elsevier,68,"/scholar?cites=15280907096903078956&as_sdt=2005&sciodt=0,5&hl=en",2004
8_LkyHEh6BAJ,[PDF][PDF]Eigenvalues andeigenvectors,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d7a8d63db39033952840520e4a824857217354ea,['COS Sorzano'],"… Since then, they have foundapplicationsin most scientific problems. … has n linearlyindependenteigenvectors. In this case, we may construct P by stacking the neigenvectors, and D as …",Citeseer,18,"/scholar?cites=1218260471789187827&as_sdt=2005&sciodt=0,5&hl=en",2013
d4DGAUIye1gJ,[PDF][PDF]ApplicationOf Eigenvalues AndEigenvectorsAnd Diagonalization To Environmental Science,https://www.researchgate.net/profile/Tanvir-Prince-2/publication/270608666_Application_of_Eigenvalues_and_Eigenvectors_and_Diagonalization_to_Environmental_Science/links/5692b93608aed0aed8169ac2/Application-of-Eigenvalues-and-Eigenvectors-and-Diagonalization-to-Environmental-Science.pdf,"['T Prince', ' N Angulo']",… Abstract Eigenvalues andEigenvectorsare usually taught toward the … seeapplicationsofsome advance topics. This also shows one quickapplicationof eigenvalues andeigenvectors…,researchgate.net,4,"/scholar?cites=6375744956552085623&as_sdt=2005&sciodt=0,5&hl=en",2014
y_JzIqjsiOEJ,The use ofeigenvectorsof statistical covariance matrices for interpreting satellite sounding radiometer observations,https://journals.ametsoc.org/view/journals/atsc/33/7/1520-0469_1976_033_1127_tuoeos_2_0_co_2.xml,"['WL Smith', ' HM Woolf']","… In any event, in theapplicationof theeigenvectorsto the clear-column radiance,sounding, and cloud distribution retrieval problems, only 10 function modes were necessary. …",journals.ametsoc.org,347,"/scholar?cites=16251499462243119819&as_sdt=2005&sciodt=0,5&hl=en",1976
CMhQfIC6QI4J,The second-order derivatives of matrices of eigenvalues andeigenvectorswith anapplicationto generalized F-statistic,https://www.sciencedirect.com/science/article/pii/S0024379503007195,['O Dunajeva'],In this paper we derive the second-order derivatives of an orthogonal matrix ofeigenvectorsand of a matrix of eigenvalues of a real symmetric matrix. Obtained expressions depend on …,Elsevier,4,"/scholar?cites=10250397812899497992&as_sdt=2005&sciodt=0,5&hl=en",2004
l76oU0mC8U8J,High dimensional normality of noisyeigenvectors,https://link.springer.com/article/10.1007/s00220-022-04468-w,"['J Marcinek', 'HT Yau']","… ofeigenvectorsinduced by matrix valued Brownian motion. We consider the associatedcoloredeigenvector… To exemplify specific simpleapplicationsof the main dynamical result, we …",Springer,19,"/scholar?cites=5760528649831366295&as_sdt=2005&sciodt=0,5&hl=en",2022
3f6zq01spd4J,Motivating the concept ofeigenvectorsvia cryptography,https://academic.oup.com/teamat/article-abstract/27/2/53/1628941,['I Siap'],"… concept ofeigenvectorsand … ofeigenvectors, I show how students’ motivation andunderstanding towards one of the abstract concepts in Linear Algebra; eigenvalues and …",academic.oup.com,8,"/scholar?cites=16043348328426241757&as_sdt=2005&sciodt=0,5&hl=en",2008
Edz6EgGg3mcJ,Eigenvalues andEigenvectorsin the Education of the Future Transport Engineers with support of Matlab,https://library.iated.org/view/KULICKA2023EIG,['J Kulička'],"… andeigenvectorsappear. Consequently, the aim of this paper is to show some simple …applicationswhich are suitable for teaching the theory of the eigenvalues andeigenvectorsand …",library.iated.org,1,"/scholar?cites=7484595557210184721&as_sdt=2005&sciodt=0,5&hl=en",2023
VohQwfPN92cJ,Randomized algorithm to determine theeigenvectorof a stochastic matrix withapplicationto the PageRank problem,https://link.springer.com/article/10.1134/S0005117911020111,"['AV Nazin', 'BT Polyak']",… Abstract—Consideration was given to estimation of theeigenvectorcorresponding to thegreatest eigenvalue of a stochastic matrix. There exist numerousapplicationsof this problem …,Springer,33,"/scholar?cites=7491682951958136918&as_sdt=2005&sciodt=0,5&hl=en",2011
kEEyddwhOfAJ,[HTML][HTML]An [... formula...]EigenvectorPerturbation Bound and ItsApplicationto Robust Covariance Estimation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6867801/,"['J Fan', 'W Wang', 'Y Zhong']","… This explains why it is plausible to have a strong uniformeigenvectorperturbation bound in… r leadingeigenvectorsof Σ and we write V = [v 1 ,...,v r ]. Assume the top reigenvectorsof Σ ^ …",ncbi.nlm.nih.gov,19,"/scholar?cites=17309903873517961616&as_sdt=2005&sciodt=0,5&hl=en",2018
T5tnN9R65DcJ,Segmentation of two-and three-dimensional data from electron microscopy usingeigenvectoranalysis,https://www.sciencedirect.com/science/article/pii/S1047847702000321,"['AS Frangakis', ' R Hegerl']","… by allapplicationspresented above. Therefore, it is no problem to find a threshold that dividesthe segmentationeigenvector…Applicationof theeigenvector-based segmentation requires …",Elsevier,98,"/scholar?cites=4027479018657258319&as_sdt=2005&sciodt=0,5&hl=en",2002
8v-ccAVXuLsJ,Localizedeigenvectorson metric graphs,https://www.sciencedirect.com/science/article/pii/S0378475423002914,"['H Kravitz', 'M Brio', 'JG Caputo']","… theeigenvectorsof the generalized Laplacian for two metric graphs occurring in practicalapplications. In accordance with random network theory, localization of aneigenvectoris rare …",Elsevier,2,"/scholar?cites=13526657161683075058&as_sdt=2005&sciodt=0,5&hl=en",2023
BWtZ-sbymywJ,Robusteigenvectorof a stochastic matrix withapplicationto PageRank,https://ieeexplore.ieee.org/abstract/document/6426431/,"['A Juditsky', 'B Polyak']","… Our focus is onapplicationto ranking problems, where …eigenvectorcomputation is reducedto a convex optimization problem. We also propose a simple algorithm for robusteigenvector…",ieeexplore.ieee.org,25,"/scholar?cites=3214429695476591365&as_sdt=2005&sciodt=0,5&hl=en",2012
f3o8pTTC0S8J,Real-time gesture recognition usingeigenvectors,https://repository.uwc.ac.za/handle/10566/63,"['V Segers', ' J Connan']","… on this area by the real-timeapplicationof this technology. … 2) We discuss the use ofeigenvectorsand their various … To further emphasize theapplicationof theeigenvectormethod, we …",repository.uwc.ac.za,9,"/scholar?cites=3445748721281432191&as_sdt=2005&sciodt=0,5&hl=en",2009
3qW4LvaFgvIJ,Computation of dominant eigenvalues andeigenvectors: A comparative study of algorithms,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.48.7696,"['MP Nightingale', ' VS Viswanath', ' G Müller']",… the computation ofeigenvectorswith extreme eigenvalues … principles and to evaluate theirperformance inapplicationsto … Our statistical mechanicsapplicationpertains to the transfer …,APS,38,"/scholar?cites=17474676796543247838&as_sdt=2005&sciodt=0,5&hl=en",1993
GTDc8Aql0oEJ,Convergence ofeigenvectorcontinuation,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.126.032501,"['A Sarkar', 'D Lee']",… ofeigenvectorcontinuation that we call vector continuation. We first prove thateigenvector… All existing and futureapplicationsofeigenvectorcontinuation will benefit from this new …,APS,45,"/scholar?cites=9354720842411159577&as_sdt=2005&sciodt=0,5&hl=en",2021
ufLfymo4SgwJ,Asymptotic theory ofeigenvectorsfor random matrices with diverging spikes,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1840990,"['J Fan', 'Y Fan', ' X Han', 'J Lv']",… distributions for the spikedeigenvectorsas well as the asymptotic distributions for thespiked eigenvalues in Section 3. Several specific statisticalapplicationsof our new asymptotic …,Francis,35,"/scholar?cites=885582308053086905&as_sdt=2005&sciodt=0,5&hl=en",2022
DS2nd0OLUeQJ,Automatic learning rate maximization by on-line estimation of the hessian'seigenvectors,https://proceedings.neurips.cc/paper/1992/hash/30bb3825e8f631cc6075c0f87bb4978c-Abstract.html,"['Y LeCun', 'P Simard…']",… We believe that computing the optimal learning rate is only one of manyapplicationsof oureigenvectorestimation technique. The procedure can be adapted to serve manyapplications…,proceedings.neurips.cc,154,"/scholar?cites=16452084035647646989&as_sdt=2005&sciodt=0,5&hl=en",1992
vh2hxrDP2bEJ,Interestingeigenvectorsof the Fourier transform,https://www.tandfonline.com/doi/abs/10.1080/0035919X.2010.510665,['BKP Horn'],"… Someeigenvectorsof the discrete Fourier transform of particular interest findapplicationincoding, communication and imaging. Some of the underlying mathematics goes back to the …",Francis,16,"/scholar?cites=12815502572813098430&as_sdt=2005&sciodt=0,5&hl=en",2010
4wwjmmj1xmsJ,An integratedeigenvector–DEA–TOPSIS methodology for portfolio risk evaluation in the FOREX spot market,https://www.sciencedirect.com/science/article/pii/S0957417409004825,"['M Amiri', 'M Zandieh', 'B Vahdani', 'R Soltani…']",… market with an integratedeigenvector–DEA–TOPSIS …eigenvector–DEA–TOPSIS methodologyfor the MCDM problems. Section 3 presents anapplicationof the proposedeigenvector–…,Elsevier,113,"/scholar?cites=7766164437058391267&as_sdt=2005&sciodt=0,5&hl=en",2010
-VqSsfx4O0EJ,[HTML][HTML]Eigenvectorsof Hermitian Toeplitz matrices with smooth simple-loop symbols,https://www.sciencedirect.com/science/article/pii/S0024379515007314,"['JM Bogoya', 'A Böttcher', 'SM Grudsky…']","… We here describe the behavior of individualeigenvectorsof … In other words, theeigenvectorsare very special complex or … Instead, the central contribution to theeigenvectorswill be a …",Elsevier,33,"/scholar?cites=4700483662797495033&as_sdt=2005&sciodt=0,5&hl=en",2016
0jg-kfSbilcJ,Eigenvectorderivatives with repeated eigenvalues,https://arc.aiaa.org/doi/abs/10.2514/3.10137,['RL Dailey'],"… theeigenvectorderivative to exist, we must restrict theeigenvectorsto lie ""adjacent"" to the mdistincteigenvectors… One possibleapplicationfor this new capability is in structural control …",arc.aiaa.org,252,"/scholar?cites=6308025702796900562&as_sdt=2005&sciodt=0,5&hl=en",1989
